Event ID,Start Time,Confirmed,Sport ID,Sport Name,Category ID,Category Name,Competition ID,Competition Name,Parent ID,Type,Gender,Level,Season ID,Season Name,Start Date,End Date,Year,Competition ID.1,Stage Order,Stage Type,Stage Phase,Round Name,Group ID,Group Name,Best Of,Venue ID,Venue Name,City Name,Country Name,Country Code,Timezone,Competitor ID,Competitor Name,Country,Country Code.1,Abbreviation,Qualifier,Seed,Bracket Number,Status,Match Status,Home Score,Away Score,Winner ID,Aces,Backhand Errors,Backhand Unforced Errors,Backhand Winners,Breakpoints Won,Double Faults,Drop Shot Unforced Errors,Drop Shot Winners,First Serve Points Won,First Serve Successful,Forehand Errors,Forehand Unforced Errors,Forehand Winners,Games Won,Groundstroke Errors,Groundstroke Unforced Errors,Groundstroke Winners,Lob Unforced Errors,Lob Winners,Max Games In A Row,Max Points In A Row,Overhead Stroke Errors,Overhead Stroke Unforced Errors,Overhead Stroke Winners,Points Won,Points Won From Last 10,Return Errors,Return Winners,Second Serve Points Won,Second Serve Successful,Service Games Won,Service Points Lost,Service Points Won,Tiebreaks Won,Total Breakpoints,Volley Unforced Errors,Volley Winners,home_score_set_1,away_score_set_1,home_score_set_2,away_score_set_2,home_score_set_3,away_score_set_3,home_score_set_4,away_score_set_4,home_score_set_5,away_score_set_5
51041617,2024-07-07T12:30:00+00:00,TRUE,5,Tennis,3,ATP,2555,Wimbledon Men Singles,2553,singles,men,grand_slam,107797,Wimbledon Men Singles 2024,6/24/24,7/14/24,2024,2555,2,cup,stage_1_playoff,round_of_16,150657,"2024 Wimbledon, London, Great Britain",5,19070,Centre Court,London,England,ESP,Europe/London,407573,"Alcaraz, Carlos",Spain,ESP,ALC,home,3,33,closed,ended,3,1,407573,14,14,11,6,6,6,0,0,63,95,23,16,21,20,37,24,19,0,0,3,5,0,0,1,121,8,0,0,17,34,14,55,80,0,8,3,8,6,3,6,4,1,6,7,5,,
51041617,2024-07-07T12:30:00+00:00,TRUE,5,Tennis,3,ATP,2555,Wimbledon Men Singles,2553,singles,men,grand_slam,107797,Wimbledon Men Singles 2024,6/24/24,7/14/24,2024,2555,2,cup,stage_1_playoff,round_of_16,150657,"2024 Wimbledon, London, Great Britain",5,19070,Centre Court,London,England,FRA,Europe/London,185388,"Humbert, Ugo",France,FRA,HUM,away,16,48,closed,ended,3,1,407573,10,23,12,12,5,1,0,0,45,67,17,22,22,18,37,32,27,0,0,6,7,1,0,2,117,2,0,0,17,35,13,41,62,0,13,2,7,6,3,6,4,1,6,7,5,,
51041653,2024-07-05T12:30:00+00:00,TRUE,5,Tennis,3,ATP,2555,Wimbledon Men Singles,2553,singles,men,grand_slam,107797,Wimbledon Men Singles 2024,6/24/24,7/14/24,2024,2555,2,cup,stage_1_playoff,round_of_32,150657,"2024 Wimbledon, London, Great Britain",5,19070,Centre Court,London,England,ESP,Europe/London,407573,"Alcaraz, Carlos",Spain,ESP,ALC,home,3,33,closed,ended,3,2,407573,16,39,17,14,5,5,0,0,74,104,36,17,23,28,74,33,29,0,0,5,5,0,0,0,161,6,0,0,36,54,22,53,110,1,8,1,8,5,7,6,2,4,6,7,6,6,2
51041653,2024-07-05T12:30:00+00:00,TRUE,5,Tennis,3,ATP,2555,Wimbledon Men Singles,2553,singles,men,grand_slam,107797,Wimbledon Men Singles 2024,6/24/24,7/14/24,2024,2555,2,cup,stage_1_playoff,round_of_32,150657,"2024 Wimbledon, London, Great Britain",5,19070,Centre Court,London,England,USA,Europe/London,101101,"Tiafoe, Frances",USA,USA,TIA,away,29,40,closed,ended,3,2,407573,9,40,8,9,3,6,0,0,71,92,36,15,18,23,75,23,19,0,0,3,8,0,1,2,153,4,0,0,29,53,20,51,100,0,10,0,8,5,7,6,2,4,6,7,6,6,2
51041535,2024-07-03T13:30:00+00:00,TRUE,5,Tennis,3,ATP,2555,Wimbledon Men Singles,2553,singles,men,grand_slam,107797,Wimbledon Men Singles 2024,6/24/24,7/14/24,2024,2555,2,cup,stage_1_playoff,round_of_64,150657,"2024 Wimbledon, London, Great Britain",5,1846,Court 1,London,England,ESP,Europe/London,407573,"Alcaraz, Carlos",Spain,ESP,ALC,home,3,33,closed,ended,3,0,407573,11,14,4,13,6,2,0,0,40,49,18,9,17,19,29,12,22,0,0,5,14,0,0,1,95,5,0,0,14,23,12,20,54,1,11,1,8,7,6,6,2,6,2,,,,
51041535,2024-07-03T13:30:00+00:00,TRUE,5,Tennis,3,ATP,2555,Wimbledon Men Singles,2553,singles,men,grand_slam,107797,Wimbledon Men Singles 2024,6/24/24,7/14/24,2024,2555,2,cup,stage_1_playoff,round_of_64,150657,"2024 Wimbledon, London, Great Britain",5,1846,Court 1,London,England,AUS,Europe/London,124656,"Vukic, Aleksandar",Australia,AUS,VUK,away,,35,closed,ended,3,0,407573,2,12,5,5,2,2,0,0,32,54,19,14,11,10,31,18,14,0,0,4,5,0,1,0,66,5,0,0,14,31,8,41,46,0,3,1,2,7,6,6,2,6,2,,,,
51140607,2024-07-01T12:30:00+00:00,TRUE,5,Tennis,3,ATP,2555,Wimbledon Men Singles,2553,singles,men,grand_slam,107797,Wimbledon Men Singles 2024,6/24/24,7/14/24,2024,2555,2,cup,stage_1_playoff,round_of_128,150657,"2024 Wimbledon, London, Great Britain",5,19070,Centre Court,London,England,ESP,Europe/London,407573,"Alcaraz, Carlos",Spain,ESP,ALC,home,3,33,closed,ended,3,0,407573,4,17,10,4,5,4,0,0,47,56,13,14,32,20,30,24,36,0,0,5,10,0,0,0,108,5,0,0,18,29,14,24,65,1,10,0,0,7,6,7,5,6,2,,,,
51140607,2024-07-01T12:30:00+00:00,TRUE,5,Tennis,3,ATP,2555,Wimbledon Men Singles,2553,singles,men,grand_slam,107797,Wimbledon Men Singles 2024,6/24/24,7/14/24,2024,2555,2,cup,stage_1_playoff,round_of_128,150657,"2024 Wimbledon, London, Great Britain",5,19070,Centre Court,London,England,EST,Europe/London,801386,"Lajal, Mark",Estonia,EST,LAJ,away,,34,closed,ended,3,0,407573,7,16,13,2,2,2,0,0,39,67,20,13,12,13,36,26,14,0,0,2,6,0,0,0,83,5,0,0,19,31,11,42,58,0,4,0,0,7,6,7,5,6,2,,,,
50732261,2024-06-20T12:30:00+00:00,TRUE,5,Tennis,3,ATP,2865,"ATP London, Great Britain Men Singles",2863,singles,men,atp_500,111406,"ATP London, Great Britain Men Singles 2024",6/15/24,6/23/24,2024,2865,2,cup,stage_1_playoff,round_of_16,155094,"2024 London, Great Britain",3,64163,Centre Court,London,England,ESP,Europe/London,407573,"Alcaraz, Carlos",Spain,ESP,ALC,home,1,1,closed,ended,0,2,352776,7,,,,0,1,,,38,51,,,,9,,,,,,1,5,,,,66,,,,12,23,9,25,50,0,1,,,6,7,3,6,,,,,,
50732261,2024-06-20T12:30:00+00:00,TRUE,5,Tennis,3,ATP,2865,"ATP London, Great Britain Men Singles",2863,singles,men,atp_500,111406,"ATP London, Great Britain Men Singles 2024",6/15/24,6/23/24,2024,2865,2,cup,stage_1_playoff,round_of_16,155094,"2024 London, Great Britain",3,64163,Centre Court,London,England,GBR,Europe/London,352776,"Draper, Jack",Great Britain,GBR,DRA,away,,4,closed,ended,0,2,352776,8,,,,1,3,,,32,40,,,,13,,,,,,3,8,,,,75,,,,18,23,11,16,50,1,4,,,6,7,3,6,,,,,,
50789949,2024-06-18T13:55:00+00:00,TRUE,5,Tennis,3,ATP,2865,"ATP London, Great Britain Men Singles",2863,singles,men,atp_500,111406,"ATP London, Great Britain Men Singles 2024",6/15/24,6/23/24,2024,2865,2,cup,stage_1_playoff,round_of_32,155094,"2024 London, Great Britain",3,64163,Centre Court,London,England,ESP,Europe/London,407573,"Alcaraz, Carlos",Spain,ESP,ALC,home,1,1,closed,ended,2,0,407573,2,,,,4,3,,,26,33,,,,13,,,,,,5,7,,,,67,,,,15,20,9,15,41,0,8,,,6,1,7,5,,,,,,
