Event ID,Start Time,Confirmed,Sport ID,Sport Name,Category ID,Category Name,Competition ID,Competition Name,Parent ID,Type,Gender,Level,Season ID,Season Name,Start Date,End Date,Year,Competition ID,Stage Order,Stage Type,Stage Phase,Round Name,Group ID,Group Name,Best Of,Venue ID,Venue Name,City Name,Country Name,Country Code,Timezone,Competitor ID,Competitor Name,Country,Country Code,Abbreviation,Qualifier,Seed,Bracket Number,Status,Match Status,Home Score,Away Score,Winner ID,Period Scores,Aces,Backhand Errors,Backhand Unforced Errors,Backhand Winners,Breakpoints Won,Double Faults,Drop Shot Unforced Errors,Drop Shot Winners,First Serve Points Won,First Serve Successful,Forehand Errors,Forehand Unforced Errors,Forehand Winners,Games Won,Groundstroke Errors,Groundstroke Unforced Errors,Groundstroke Winners,Lob Unforced Errors,Lob Winners,Max Games In A Row,Max Points In A Row,Overhead Stroke Errors,Overhead Stroke Unforced Errors,Overhead Stroke Winners,Points Won,Points Won From Last 10,Return Errors,Return Winners,Second Serve Points Won,Second Serve Successful,Service Games Won,Service Points Lost,Service Points Won,Tiebreaks Won,Total Breakpoints,Volley Unforced Errors,Volley Winners
49241485,2024-04-13T14:40:00+00:00,True,5,Tennis,3,ATP,3121,"ATP Monte Carlo, Monaco Men Singles",3119,singles,men,atp_1000,111352,"ATP Monte Carlo, Monaco Men Singles 2024",2024-04-06,2024-04-14,2024,3121,2,cup,stage_1_playoff,semifinal,155016,"2024 Monte Carlo, Monaco",3,18055,Court Rainier III,Monte Carlo,Monaco,NOR,,119248,"Ruud, Casper",Norway,NOR,RUU,away,8,32,closed,ended,1,2,119248,"[{'home_score': 4, 'away_score': 6, 'type': 'set', 'number': 1}, {'home_score': 6, 'away_score': 1, 'type': 'set', 'number': 2}, {'home_score': 4, 'away_score': 6, 'type': 'set', 'number': 3}]",4,,,,4,4,,,28,44,,,,13,,,,,,3,5,,,,73,,,,16,30,9,34,44,0,7,,
49241493,2024-04-12T13:55:00+00:00,True,5,Tennis,3,ATP,3121,"ATP Monte Carlo, Monaco Men Singles",3119,singles,men,atp_1000,111352,"ATP Monte Carlo, Monaco Men Singles 2024",2024-04-06,2024-04-14,2024,3121,2,cup,stage_1_playoff,quarterfinal,155016,"2024 Monte Carlo, Monaco",3,18055,Court Rainier III,Monte Carlo,Monaco,SRB,,14882,"Djokovic, Novak",Serbia,SRB,DJO,home,1,1,closed,ended,2,0,14882,"[{'home_score': 7, 'away_score': 5, 'type': 'set', 'number': 1}, {'home_score': 6, 'away_score': 4, 'type': 'set', 'number': 2}]",2,,,,5,1,,,27,42,,,,13,,,,,,4,5,,,,73,,,,13,21,8,24,40,0,11,,
49241493,2024-04-12T13:55:00+00:00,True,5,Tennis,3,ATP,3121,"ATP Monte Carlo, Monaco Men Singles",3119,singles,men,atp_1000,111352,"ATP Monte Carlo, Monaco Men Singles 2024",2024-04-06,2024-04-14,2024,3121,2,cup,stage_1_playoff,quarterfinal,155016,"2024 Monte Carlo, Monaco",3,18055,Court Rainier III,Monte Carlo,Monaco,AUS,,214182,"de Minaur, Alex",Australia,AUS,DE,away,11,9,closed,ended,2,0,14882,"[{'home_score': 7, 'away_score': 5, 'type': 'set', 'number': 1}, {'home_score': 6, 'away_score': 4, 'type': 'set', 'number': 2}]",3,,,,3,4,,,18,30,,,,9,,,,,,2,5,,,,62,,,,20,37,6,33,38,0,7,,
49241509,2024-04-11T12:40:00+00:00,True,5,Tennis,3,ATP,3121,"ATP Monte Carlo, Monaco Men Singles",3119,singles,men,atp_1000,111352,"ATP Monte Carlo, Monaco Men Singles 2024",2024-04-06,2024-04-14,2024,3121,2,cup,stage_1_playoff,round_of_16,155016,"2024 Monte Carlo, Monaco",3,18055,Court Rainier III,Monte Carlo,Monaco,SRB,,14882,"Djokovic, Novak",Serbia,SRB,DJO,home,1,1,closed,ended,2,0,14882,"[{'home_score': 7, 'away_score': 5, 'type': 'set', 'number': 1}, {'home_score': 6, 'away_score': 3, 'type': 'set', 'number': 2}]",3,,,,5,2,,,31,46,,,,13,,,,,,4,6,,,,72,,,,11,19,8,25,42,0,6,,
49241509,2024-04-11T12:40:00+00:00,True,5,Tennis,3,ATP,3121,"ATP Monte Carlo, Monaco Men Singles",3119,singles,men,atp_1000,111352,"ATP Monte Carlo, Monaco Men Singles 2024",2024-04-06,2024-04-14,2024,3121,2,cup,stage_1_playoff,round_of_16,155016,"2024 Monte Carlo, Monaco",3,18055,Court Rainier III,Monte Carlo,Monaco,ITA,,359602,"Musetti, Lorenzo",Italy,ITA,MUS,away,,7,closed,ended,2,0,14882,"[{'home_score': 7, 'away_score': 5, 'type': 'set', 'number': 1}, {'home_score': 6, 'away_score': 3, 'type': 'set', 'number': 2}]",1,,,,3,1,,,20,33,,,,8,,,,,,2,5,,,,57,,,,12,28,5,30,32,0,6,,
49241479,2024-04-09T14:15:00+00:00,True,5,Tennis,3,ATP,3121,"ATP Monte Carlo, Monaco Men Singles",3119,singles,men,atp_1000,111352,"ATP Monte Carlo, Monaco Men Singles 2024",2024-04-06,2024-04-14,2024,3121,2,cup,stage_1_playoff,round_of_32,155016,"2024 Monte Carlo, Monaco",3,18055,Court Rainier III,Monte Carlo,Monaco,SRB,,14882,"Djokovic, Novak",Serbia,SRB,DJO,home,1,1,closed,ended,2,0,14882,"[{'home_score': 6, 'away_score': 1, 'type': 'set', 'number': 1}, {'home_score': 6, 'away_score': 2, 'type': 'set', 'number': 2}]",1,,,,5,0,,,17,22,,,,12,,,,,,4,13,,,,62,,,,11,12,7,6,28,0,19,,
49241479,2024-04-09T14:15:00+00:00,True,5,Tennis,3,ATP,3121,"ATP Monte Carlo, Monaco Men Singles",3119,singles,men,atp_1000,111352,"ATP Monte Carlo, Monaco Men Singles 2024",2024-04-06,2024-04-14,2024,3121,2,cup,stage_1_playoff,round_of_32,155016,"2024 Monte Carlo, Monaco",3,18055,Court Rainier III,Monte Carlo,Monaco,,,124930,"Safiullin, Roman",Neutral,,SAF,away,,3,closed,ended,2,0,14882,"[{'home_score': 6, 'away_score': 1, 'type': 'set', 'number': 1}, {'home_score': 6, 'away_score': 2, 'type': 'set', 'number': 2}]",1,,,,0,2,,,16,26,,,,3,,,,,,1,4,,,,33,,,,11,33,3,34,27,0,0,,
48160567,2024-03-12T01:00:00+00:00,True,5,Tennis,3,ATP,2739,"ATP Indian Wells, USA Men Singles",2737,singles,men,atp_1000,111330,"ATP Indian Wells, USA Men Singles 2024",2024-03-04,2024-03-17,2024,2739,2,cup,stage_1_playoff,round_of_32,154984,"2024 Indian Wells, USA",3,1708,Stadium 1,Indian Wells,USA,SRB,America/Los_Angeles,14882,"Djokovic, Novak",Serbia,SRB,DJO,home,1,1,closed,ended,1,2,450477,"[{'home_score': 4, 'away_score': 6, 'type': 'set', 'number': 1}, {'home_score': 6, 'away_score': 3, 'type': 'set', 'number': 2}, {'home_score': 3, 'away_score': 6, 'type': 'set', 'number': 3}]",4,,,,2,1,,,44,57,,,,13,,,,,,3,7,,,,93,,,,16,37,11,35,60,0,4,,
48160567,2024-03-12T01:00:00+00:00,True,5,Tennis,3,ATP,2739,"ATP Indian Wells, USA Men Singles",2737,singles,men,atp_1000,111330,"ATP Indian Wells, USA Men Singles 2024",2024-03-04,2024-03-17,2024,2739,2,cup,stage_1_playoff,round_of_32,154984,"2024 Indian Wells, USA",3,1708,Stadium 1,Indian Wells,USA,ITA,America/Los_Angeles,450477,"Nardi, Luca",Italy,ITA,NAR,away,,8,closed,ended,1,2,450477,"[{'home_score': 4, 'away_score': 6, 'type': 'set', 'number': 1}, {'home_score': 6, 'away_score': 3, 'type': 'set', 'number': 2}, {'home_score': 3, 'away_score': 6, 'type': 'set', 'number': 3}]",6,,,,3,7,,,44,64,,,,15,,,,,,3,6,,,,92,,,,13,19,12,33,57,0,11,,
48160633,2024-03-09T23:10:00+00:00,True,5,Tennis,3,ATP,2739,"ATP Indian Wells, USA Men Singles",2737,singles,men,atp_1000,111330,"ATP Indian Wells, USA Men Singles 2024",2024-03-04,2024-03-17,2024,2739,2,cup,stage_1_playoff,round_of_64,154984,"2024 Indian Wells, USA",3,1708,Stadium 1,Indian Wells,USA,SRB,America/Los_Angeles,14882,"Djokovic, Novak",Serbia,SRB,DJO,home,1,1,closed,ended,2,1,14882,"[{'home_score': 6, 'away_score': 2, 'type': 'set', 'number': 1}, {'home_score': 5, 'away_score': 7, 'type': 'set', 'number': 2}, {'home_score': 6, 'away_score': 3, 'type': 'set', 'number': 3}]",11,,,,5,5,,,38,46,,,,17,,,,,,3,6,,,,98,,,,16,25,12,22,54,0,13,,
48160633,2024-03-09T23:10:00+00:00,True,5,Tennis,3,ATP,2739,"ATP Indian Wells, USA Men Singles",2737,singles,men,atp_1000,111330,"ATP Indian Wells, USA Men Singles 2024",2024-03-04,2024-03-17,2024,2739,2,cup,stage_1_playoff,round_of_64,154984,"2024 Indian Wells, USA",3,1708,Stadium 1,Indian Wells,USA,AUS,America/Los_Angeles,124656,"Vukic, Aleksandar",Australia,AUS,VUK,away,,4,closed,ended,2,1,14882,"[{'home_score': 6, 'away_score': 2, 'type': 'set', 'number': 1}, {'home_score': 5, 'away_score': 7, 'type': 'set', 'number': 2}, {'home_score': 6, 'away_score': 3, 'type': 'set', 'number': 3}]",9,,,,2,3,,,44,56,,,,12,,,,,,3,5,,,,78,,,,12,41,10,44,56,0,6,,
46872563,2024-01-26T03:45:00+00:00,True,5,Tennis,3,ATP,2567,Australian Open Men Singles,2565,singles,men,grand_slam,102231,Australian Open Men Singles 2024,2024-01-07,2024-01-28,2024,2567,2,cup,stage_1_playoff,semifinal,154884,"2024 Australian Open, Melbourne, Australia",5,1586,Rod Laver Arena,Melbourne,Australia,SRB,Australia/Melbourne,14882,"Djokovic, Novak",Serbia,SRB,DJO,home,1,1,closed,ended,1,3,225050,"[{'home_score': 1, 'away_score': 6, 'type': 'set', 'number': 1}, {'home_score': 2, 'away_score': 6, 'type': 'set', 'number': 2}, {'home_score': 7, 'away_score': 6, 'type': 'set', 'number': 3, 'home_tiebreak_score': 8, 'away_tiebreak_score': 6}, {'home_score': 3, 'away_score': 6, 'type': 'set', 'number': 4}]",7,20,27,5,0,4,0,1,53,79,23,23,15,13,43,49,17,0,1,1,5,0,0,0,98,6,0,0,17,33,12,46,70,1,0,1,3
46872563,2024-01-26T03:45:00+00:00,True,5,Tennis,3,ATP,2567,Australian Open Men Singles,2565,singles,men,grand_slam,102231,Australian Open Men Singles 2024,2024-01-07,2024-01-28,2024,2567,2,cup,stage_1_playoff,semifinal,154884,"2024 Australian Open, Melbourne, Australia",5,1586,Rod Laver Arena,Melbourne,Australia,ITA,Australia/Melbourne,225050,"Sinner, Jannik",Italy,ITA,SIN,away,4,33,closed,ended,1,3,225050,"[{'home_score': 1, 'away_score': 6, 'type': 'set', 'number': 1}, {'home_score': 2, 'away_score': 6, 'type': 'set', 'number': 2}, {'home_score': 7, 'away_score': 6, 'type': 'set', 'number': 3, 'home_tiebreak_score': 8, 'away_tiebreak_score': 6}, {'home_score': 3, 'away_score': 6, 'type': 'set', 'number': 4}]",9,22,14,3,5,1,0,0,53,64,16,13,18,24,38,27,18,0,0,3,9,0,0,0,128,4,0,0,29,45,19,28,82,0,11,0,3
46872509,2024-01-23T05:40:00+00:00,True,5,Tennis,3,ATP,2567,Australian Open Men Singles,2565,singles,men,grand_slam,102231,Australian Open Men Singles 2024,2024-01-07,2024-01-28,2024,2567,2,cup,stage_1_playoff,quarterfinal,154884,"2024 Australian Open, Melbourne, Australia",5,1586,Rod Laver Arena,Melbourne,Australia,SRB,Australia/Melbourne,14882,"Djokovic, Novak",Serbia,SRB,DJO,home,1,1,closed,ended,3,1,14882,"[{'home_score': 7, 'away_score': 6, 'type': 'set', 'number': 1, 'home_tiebreak_score': 7, 'away_tiebreak_score': 3}, {'home_score': 4, 'away_score': 6, 'type': 'set', 'number': 2}, {'home_score': 6, 'away_score': 2, 'type': 'set', 'number': 3}, {'home_score': 6, 'away_score': 3, 'type': 'set', 'number': 4}]",20,14,12,17,4,3,0,1,60,73,18,11,12,23,32,23,25,0,0,3,10,0,0,0,148,8,0,0,24,39,18,31,84,1,21,0,4
46872509,2024-01-23T05:40:00+00:00,True,5,Tennis,3,ATP,2567,Australian Open Men Singles,2565,singles,men,grand_slam,102231,Australian Open Men Singles 2024,2024-01-07,2024-01-28,2024,2567,2,cup,stage_1_playoff,quarterfinal,154884,"2024 Australian Open, Melbourne, Australia",5,1586,Rod Laver Arena,Melbourne,Australia,USA,Australia/Melbourne,136042,"Fritz, Taylor",USA,USA,FRI,away,12,17,closed,ended,3,1,14882,"[{'home_score': 7, 'away_score': 6, 'type': 'set', 'number': 1, 'home_tiebreak_score': 7, 'away_tiebreak_score': 3}, {'home_score': 4, 'away_score': 6, 'type': 'set', 'number': 2}, {'home_score': 6, 'away_score': 2, 'type': 'set', 'number': 3}, {'home_score': 6, 'away_score': 3, 'type': 'set', 'number': 4}]",16,22,17,14,2,2,0,1,63,96,35,20,29,17,57,37,39,0,0,2,5,0,0,2,121,2,0,0,27,55,15,64,90,0,6,0,4
46872525,2024-01-21T02:40:00+00:00,True,5,Tennis,3,ATP,2567,Australian Open Men Singles,2565,singles,men,grand_slam,102231,Australian Open Men Singles 2024,2024-01-07,2024-01-28,2024,2567,2,cup,stage_1_playoff,round_of_16,154884,"2024 Australian Open, Melbourne, Australia",5,1586,Rod Laver Arena,Melbourne,Australia,SRB,Australia/Melbourne,14882,"Djokovic, Novak",Serbia,SRB,DJO,home,1,1,closed,ended,3,0,14882,"[{'home_score': 6, 'away_score': 0, 'type': 'set', 'number': 1}, {'home_score': 6, 'away_score': 0, 'type': 'set', 'number': 2}, {'home_score': 6, 'away_score': 3, 'type': 'set', 'number': 3}]",17,10,3,8,7,5,0,0,39,48,5,7,4,18,15,10,11,0,0,13,6,0,0,0,85,6,0,0,13,16,11,17,52,0,11,0,1
46872525,2024-01-21T02:40:00+00:00,True,5,Tennis,3,ATP,2567,Australian Open Men Singles,2565,singles,men,grand_slam,102231,Australian Open Men Singles 2024,2024-01-07,2024-01-28,2024,2567,2,cup,stage_1_playoff,round_of_16,154884,"2024 Australian Open, Melbourne, Australia",5,1586,Rod Laver Arena,Melbourne,Australia,FRA,Australia/Melbourne,15894,"Mannarino, Adrian",France,FRA,MAN,away,20,9,closed,ended,3,0,14882,"[{'home_score': 6, 'away_score': 0, 'type': 'set', 'number': 1}, {'home_score': 6, 'away_score': 0, 'type': 'set', 'number': 2}, {'home_score': 6, 'away_score': 3, 'type': 'set', 'number': 3}]",1,10,12,7,0,0,0,0,16,34,13,19,3,3,23,31,10,0,0,1,4,0,0,0,42,4,0,0,9,24,3,33,25,0,3,0,0
46872619,2024-01-19T08:00:00+00:00,True,5,Tennis,3,ATP,2567,Australian Open Men Singles,2565,singles,men,grand_slam,102231,Australian Open Men Singles 2024,2024-01-07,2024-01-28,2024,2567,2,cup,stage_1_playoff,round_of_32,154884,"2024 Australian Open, Melbourne, Australia",5,1586,Rod Laver Arena,Melbourne,Australia,SRB,Australia/Melbourne,14882,"Djokovic, Novak",Serbia,SRB,DJO,home,1,1,closed,ended,3,0,14882,"[{'home_score': 6, 'away_score': 3, 'type': 'set', 'number': 1}, {'home_score': 6, 'away_score': 3, 'type': 'set', 'number': 2}, {'home_score': 7, 'away_score': 6, 'type': 'set', 'number': 3, 'home_tiebreak_score': 7, 'away_tiebreak_score': 2}]",10,11,14,8,3,0,0,0,49,58,12,21,14,19,23,35,22,0,0,3,6,0,0,0,104,7,0,0,16,26,15,19,65,1,7,0,0
46872619,2024-01-19T08:00:00+00:00,True,5,Tennis,3,ATP,2567,Australian Open Men Singles,2565,singles,men,grand_slam,102231,Australian Open Men Singles 2024,2024-01-07,2024-01-28,2024,2567,2,cup,stage_1_playoff,round_of_32,154884,"2024 Australian Open, Melbourne, Australia",5,1586,Rod Laver Arena,Melbourne,Australia,ARG,Australia/Melbourne,169496,"Etcheverry, Tomas Martin",Argentina,ARG,ETC,away,30,8,closed,ended,3,0,14882,"[{'home_score': 6, 'away_score': 3, 'type': 'set', 'number': 1}, {'home_score': 6, 'away_score': 3, 'type': 'set', 'number': 2}, {'home_score': 7, 'away_score': 6, 'type': 'set', 'number': 3, 'home_tiebreak_score': 7, 'away_tiebreak_score': 2}]",13,17,15,3,0,1,0,0,51,72,24,13,5,12,41,28,8,0,0,1,4,0,0,0,80,3,0,0,10,27,12,39,61,0,0,0,0
46872557,2024-01-17T09:45:00+00:00,True,5,Tennis,3,ATP,2567,Australian Open Men Singles,2565,singles,men,grand_slam,102231,Australian Open Men Singles 2024,2024-01-07,2024-01-28,2024,2567,2,cup,stage_1_playoff,round_of_64,154884,"2024 Australian Open, Melbourne, Australia",5,1586,Rod Laver Arena,Melbourne,Australia,SRB,Australia/Melbourne,14882,"Djokovic, Novak",Serbia,SRB,DJO,home,1,1,closed,ended,3,1,14882,"[{'home_score': 6, 'away_score': 3, 'type': 'set', 'number': 1}, {'home_score': 4, 'away_score': 6, 'type': 'set', 'number': 2}, {'home_score': 7, 'away_score': 6, 'type': 'set', 'number': 3, 'home_tiebreak_score': 7, 'away_tiebreak_score': 4}, {'home_score': 6, 'away_score': 3, 'type': 'set', 'number': 4}]",11,12,9,6,3,0,0,0,60,73,10,23,12,23,22,32,18,0,0,3,8,0,0,0,124,4,0,0,27,46,19,32,87,1,11,0,0
46872557,2024-01-17T09:45:00+00:00,True,5,Tennis,3,ATP,2567,Australian Open Men Singles,2565,singles,men,grand_slam,102231,Australian Open Men Singles 2024,2024-01-07,2024-01-28,2024,2567,2,cup,stage_1_playoff,round_of_64,154884,"2024 Australian Open, Melbourne, Australia",5,1586,Rod Laver Arena,Melbourne,Australia,AUS,Australia/Melbourne,128552,"Popyrin, Alexei",Australia,AUS,POP,away,,3,closed,ended,3,1,14882,"[{'home_score': 6, 'away_score': 3, 'type': 'set', 'number': 1}, {'home_score': 4, 'away_score': 6, 'type': 'set', 'number': 2}, {'home_score': 7, 'away_score': 6, 'type': 'set', 'number': 3, 'home_tiebreak_score': 7, 'away_tiebreak_score': 4}, {'home_score': 6, 'away_score': 3, 'type': 'set', 'number': 4}]",17,15,25,7,2,4,0,0,48,65,20,29,28,18,35,54,35,0,0,3,6,0,0,0,106,6,0,0,26,42,16,37,74,0,7,0,0
46920049,2024-01-14T08:10:00+00:00,True,5,Tennis,3,ATP,2567,Australian Open Men Singles,2565,singles,men,grand_slam,102231,Australian Open Men Singles 2024,2024-01-07,2024-01-28,2024,2567,2,cup,stage_1_playoff,round_of_128,154884,"2024 Australian Open, Melbourne, Australia",5,1586,Rod Laver Arena,Melbourne,Australia,SRB,Australia/Melbourne,14882,"Djokovic, Novak",Serbia,SRB,DJO,home,1,1,closed,ended,3,1,14882,"[{'home_score': 6, 'away_score': 2, 'type': 'set', 'number': 1}, {'home_score': 6, 'away_score': 7, 'type': 'set', 'number': 2, 'home_tiebreak_score': 5, 'away_tiebreak_score': 7}, {'home_score': 6, 'away_score': 3, 'type': 'set', 'number': 3}, {'home_score': 6, 'away_score': 4, 'type': 'set', 'number': 4}]",11,16,23,7,8,1,1,2,51,77,17,25,17,24,33,47,21,0,0,8,9,0,0,4,139,5,0,0,32,51,16,46,83,0,17,1,3
46920049,2024-01-14T08:10:00+00:00,True,5,Tennis,3,ATP,2567,Australian Open Men Singles,2565,singles,men,grand_slam,102231,Australian Open Men Singles 2024,2024-01-07,2024-01-28,2024,2567,2,cup,stage_1_playoff,round_of_128,154884,"2024 Australian Open, Melbourne, Australia",5,1586,Rod Laver Arena,Melbourne,Australia,HRV,Australia/Melbourne,722429,"Prizmic, Dino",Croatia,HRV,PRI,away,,2,closed,ended,3,1,14882,"[{'home_score': 6, 'away_score': 2, 'type': 'set', 'number': 1}, {'home_score': 6, 'away_score': 7, 'type': 'set', 'number': 2, 'home_tiebreak_score': 5, 'away_tiebreak_score': 7}, {'home_score': 6, 'away_score': 3, 'type': 'set', 'number': 3}, {'home_score': 6, 'away_score': 4, 'type': 'set', 'number': 4}]",7,26,16,4,4,7,0,0,55,85,31,19,19,16,57,35,22,0,0,3,5,0,0,1,113,5,0,0,12,32,11,56,67,1,9,0,1
46649099,2024-01-03T09:00:00+00:00,True,5,Tennis,2414,United Cup,38341,United Cup,,singles,mixed,,111246,United Cup 2024,2023-12-29,2024-01-07,2024,38341,,,,,,,3,26435,RAC Arena,Perth,Australia,AUS,Australia/West,214182,"de Minaur, Alex",Australia,AUS,DE,home,,,closed,ended,2,0,214182,"[{'home_score': 6, 'away_score': 4, 'type': 'set', 'number': 1}, {'home_score': 6, 'away_score': 4, 'type': 'set', 'number': 2}]",7,,,,2,2,,,35,37,,,,12,,,,,,3,9,,,,68,,,,6,10,10,8,41,0,5,,
46649099,2024-01-03T09:00:00+00:00,True,5,Tennis,2414,United Cup,38341,United Cup,,singles,mixed,,111246,United Cup 2024,2023-12-29,2024-01-07,2024,38341,,,,,,,3,26435,RAC Arena,Perth,Australia,SRB,Australia/West,14882,"Djokovic, Novak",Serbia,SRB,DJO,away,,,closed,ended,2,0,214182,"[{'home_score': 6, 'away_score': 4, 'type': 'set', 'number': 1}, {'home_score': 6, 'away_score': 4, 'type': 'set', 'number': 2}]",4,,,,0,1,,,29,42,,,,8,,,,,,1,4,,,,49,,,,12,24,8,27,41,0,0,,
45753826,2024-01-02T04:20:00+00:00,True,5,Tennis,2414,United Cup,38341,United Cup,,singles,mixed,,111246,United Cup 2024,2023-12-29,2024-01-07,2024,38341,,,,,,,3,26435,RAC Arena,Perth,Australia,CZE,Australia/West,339377,"Lehecka, Jiri",Czechia,CZE,LEH,home,,,closed,ended,1,2,14882,"[{'home_score': 1, 'away_score': 6, 'type': 'set', 'number': 1}, {'home_score': 7, 'away_score': 6, 'type': 'set', 'number': 2, 'home_tiebreak_score': 7, 'away_tiebreak_score': 3}, {'home_score': 1, 'away_score': 6, 'type': 'set', 'number': 3}]",4,,,,2,1,,,36,68,,,,9,,,,,,4,4,,,,64,,,,3,6,6,36,39,1,5,,
45753826,2024-01-02T04:20:00+00:00,True,5,Tennis,2414,United Cup,38341,United Cup,,singles,mixed,,111246,United Cup 2024,2023-12-29,2024-01-07,2024,38341,,,,,,,3,26435,RAC Arena,Perth,Australia,SRB,Australia/West,14882,"Djokovic, Novak",Serbia,SRB,DJO,away,,,closed,ended,1,2,14882,"[{'home_score': 1, 'away_score': 6, 'type': 'set', 'number': 1}, {'home_score': 7, 'away_score': 6, 'type': 'set', 'number': 2, 'home_tiebreak_score': 7, 'away_tiebreak_score': 3}, {'home_score': 1, 'away_score': 6, 'type': 'set', 'number': 3}]",3,,,,6,2,,,47,64,,,,18,,,,,,5,7,,,,91,,,,8,14,12,25,55,0,11,,
45753200,2023-12-31T10:25:00+00:00,True,5,Tennis,2414,United Cup,38341,United Cup,,singles,mixed,,111246,United Cup 2024,2023-12-29,2024-01-07,2024,38341,,,,,,,3,26435,RAC Arena,Perth,Australia,CHN,Australia/West,75813,"Zhang, Zhizhen",China,CHN,ZHA,home,,,closed,ended,0,2,14882,"[{'home_score': 3, 'away_score': 6, 'type': 'set', 'number': 1}, {'home_score': 2, 'away_score': 6, 'type': 'set', 'number': 2}]",4,,,,0,2,,,24,35,,,,5,,,,,,1,4,,,,41,,,,7,19,5,26,31,0,0,,
45753200,2023-12-31T10:25:00+00:00,True,5,Tennis,2414,United Cup,38341,United Cup,,singles,mixed,,111246,United Cup 2024,2023-12-29,2024-01-07,2024,38341,,,,,,,3,26435,RAC Arena,Perth,Australia,SRB,Australia/West,14882,"Djokovic, Novak",Serbia,SRB,DJO,away,,,closed,ended,0,2,14882,"[{'home_score': 3, 'away_score': 6, 'type': 'set', 'number': 1}, {'home_score': 2, 'away_score': 6, 'type': 'set', 'number': 2}]",7,,,,3,1,,,24,28,,,,12,,,,,,5,10,,,,62,,,,12,17,9,10,36,0,7,,
45665244,2023-11-25T13:45:00+00:00,True,5,Tennis,76,Davis Cup,2100,Davis Cup,,mixed,men,,101797,Davis Cup 2023,2023-02-02,2023-11-27,2023,2100,,,,,,,3,75346,Centre Court,Malaga,Spain,ITA,Europe/Madrid,225050,"Sinner, Jannik",Italy,ITA,SIN,home,,,closed,ended,2,1,225050,"[{'home_score': 6, 'away_score': 2, 'type': 'set', 'number': 1}, {'home_score': 2, 'away_score': 6, 'type': 'set', 'number': 2}, {'home_score': 7, 'away_score': 5, 'type': 'set', 'number': 3}]",12,,,,3,5,,,48,67,,,,15,,,,,,5,6,,,,89,,,,17,33,12,40,65,0,4,,
45665244,2023-11-25T13:45:00+00:00,True,5,Tennis,76,Davis Cup,2100,Davis Cup,,mixed,men,,101797,Davis Cup 2023,2023-02-02,2023-11-27,2023,2100,,,,,,,3,75346,Centre Court,Malaga,Spain,SRB,Europe/Madrid,14882,"Djokovic, Novak",Serbia,SRB,DJO,away,,,closed,ended,2,1,225050,"[{'home_score': 6, 'away_score': 2, 'type': 'set', 'number': 1}, {'home_score': 2, 'away_score': 6, 'type': 'set', 'number': 2}, {'home_score': 7, 'away_score': 5, 'type': 'set', 'number': 3}]",6,,,,2,1,,,35,46,,,,13,,,,,,3,8,,,,93,,,,18,30,11,24,53,0,9,,
45626504,2023-11-23T19:35:00+00:00,True,5,Tennis,76,Davis Cup,2100,Davis Cup,,mixed,men,,101797,Davis Cup 2023,2023-02-02,2023-11-27,2023,2100,,,,,,,3,75346,Centre Court,Malaga,Spain,SRB,Europe/Madrid,14882,"Djokovic, Novak",Serbia,SRB,DJO,home,,,closed,ended,2,0,14882,"[{'home_score': 6, 'away_score': 4, 'type': 'set', 'number': 1}, {'home_score': 6, 'away_score': 4, 'type': 'set', 'number': 2}]",8,,,,2,1,,,24,27,,,,12,,,,,,3,8,,,,70,,,,16,20,10,8,40,0,12,,
45626504,2023-11-23T19:35:00+00:00,True,5,Tennis,76,Davis Cup,2100,Davis Cup,,mixed,men,,101797,Davis Cup 2023,2023-02-02,2023-11-27,2023,2100,,,,,,,3,75346,Centre Court,Malaga,Spain,GBR,Europe/Madrid,95935,"Norrie, Cameron",Great Britain,GBR,NOR,away,,,closed,ended,2,0,14882,"[{'home_score': 6, 'away_score': 4, 'type': 'set', 'number': 1}, {'home_score': 6, 'away_score': 4, 'type': 'set', 'number': 2}]",4,,,,0,1,,,35,53,,,,8,,,,,,1,4,,,,53,,,,10,21,8,30,45,0,0,,
45507170,2023-11-19T17:00:00+00:00,True,5,Tennis,3,ATP,21406,ATP World Tour Finals Men Singles,21404,singles,men,atp_world_tour_finals,99783,ATP World Tour Finals Men Singles 2023,2023-11-12,2023-11-19,2023,21406,2,cup,stage_1_playoff,final,140589,"2023 Tour Finals Turin, Italy",3,61499,Centre Court,Turin,Italy,ITA,Europe/Rome,225050,"Sinner, Jannik",Italy,ITA,SIN,home,4,1,closed,ended,0,2,14882,"[{'home_score': 3, 'away_score': 6, 'type': 'set', 'number': 1}, {'home_score': 3, 'away_score': 6, 'type': 'set', 'number': 2}]",8,,,,0,1,,,28,48,,,,6,,,,,,1,5,,,,48,,,,12,25,6,34,40,,2,,
